,location,ticket_number,issued_date,description,status,dayofweek,hourofday,lat,lon,count,amount
7587,100 GREEN ST,231500331,2023/01/13 10:39:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Friday,10,43.053566,-76.141259,1,60
7588,100 GREEN ST,231500531,2023/01/24 09:58:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Tuesday,9,43.053566,-76.141259,1,25
7589,100 GREEN ST,231500532,2023/01/24 09:59:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.053566,-76.141259,1,60
7590,100 GREEN ST,231500530,2023/01/24 09:58:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,9,43.053566,-76.141259,1,60
7591,100 GREEN ST,231500533,2023/01/24 10:00:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,10,43.053566,-76.141259,1,60
7592,100 GREEN ST,231500569,2023/01/24 13:10:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,13,43.053566,-76.141259,1,60
7593,100 GREEN ST,393335D,2023/02/05 22:36:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Sunday,22,43.053566,-76.141259,1,60
7594,100 GREEN ST,393336D,2023/02/05 22:38:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Sunday,22,43.053566,-76.141259,1,60
7595,100 GREEN ST,230100656,2023/02/28 09:31:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Tuesday,9,43.053566,-76.141259,1,60
7596,100 GREEN ST,409270D,2023/02/21 10:30:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,10,43.053566,-76.141259,1,60
7597,100 GREEN ST,231301268,2023/03/15 10:23:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Wednesday,10,43.053566,-76.141259,1,60
7598,100 GREEN ST,396631D,2023/02/23 22:30:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Thursday,22,43.053566,-76.141259,1,60
7599,100 GREEN ST,396632D,2023/02/23 22:35:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Thursday,22,43.053566,-76.141259,1,60
7600,100 GREEN ST,396633D,2023/02/23 22:37:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Thursday,22,43.053566,-76.141259,1,60
7601,100 GREEN ST,231501816,2023/03/16 11:18:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,11,43.053566,-76.141259,1,60
7602,300 FRANKLIN ST S,231500049,2023/01/04 10:36:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.048579,-76.155638,1,25
7603,300 FRANKLIN ST S,23500110,2023/01/06 13:28:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Friday,13,43.048579,-76.155638,1,25
7604,300 FRANKLIN ST S,23500111,2023/01/06 13:30:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Friday,13,43.048579,-76.155638,1,25
7605,300 FRANKLIN ST S,23500113,2023/01/06 13:33:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Friday,13,43.048579,-76.155638,1,25
7606,300 FRANKLIN ST S,23500112,2023/01/06 13:33:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Friday,13,43.048579,-76.155638,1,25
7607,300 FRANKLIN ST S,397318D,2023/01/10 14:02:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,14,43.048579,-76.155638,1,25
7608,300 FRANKLIN ST S,397317D,2023/01/10 14:00:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Tuesday,14,43.048579,-76.155638,1,100
7609,300 FRANKLIN ST S,231500519,2023/01/23 11:38:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Monday,11,43.048579,-76.155638,1,60
7610,300 FRANKLIN ST S,231500604,2023/01/25 10:16:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Wednesday,10,43.048579,-76.155638,1,25
7611,300 FRANKLIN ST S,231500605,2023/01/25 10:17:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,10,43.048579,-76.155638,1,25
7612,300 FRANKLIN ST S,231500720,2023/01/31 13:54:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,Tuesday,13,43.048579,-76.155638,1,100
7613,300 FRANKLIN ST S,353120D,2023/01/25 20:42:00+00,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,20,43.048579,-76.155638,1,25
7614,300 FRANKLIN ST S,231500838,2023/02/06 11:41:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Adjudication Pending ,Monday,11,43.048579,-76.155638,1,25
7615,300 FRANKLIN ST S,23500874,2023/02/07 10:12:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Tuesday,10,43.048579,-76.155638,1,25
7616,300 FRANKLIN ST S,382274D,2023/02/05 02:25:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Sunday,2,43.048579,-76.155638,1,25
7617,300 FRANKLIN ST S,231500988,2023/02/13 09:34:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,Monday,9,43.048579,-76.155638,1,100
7618,300 FRANKLIN ST S,231501032,2023/02/14 09:28:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,9,43.048579,-76.155638,1,25
7619,300 FRANKLIN ST S,231501067,2023/02/14 11:49:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Tuesday,11,43.048579,-76.155638,1,25
7620,300 FRANKLIN ST S,231501110,2023/02/15 11:15:00+00,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Wednesday,11,43.048579,-76.155638,1,60
7621,300 FRANKLIN ST S,231501121,2023/02/15 13:12:00+00,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Wednesday,13,43.048579,-76.155638,1,25
7622,300 FRANKLIN ST S,408005D,2023/02/11 23:07:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Saturday,23,43.048579,-76.155638,1,100
7623,300 FRANKLIN ST S,231501390,2023/02/28 11:16:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,Tuesday,11,43.048579,-76.155638,1,25
7624,300 FRANKLIN ST S,23501304,2023/03/03 10:36:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Friday,10,43.048579,-76.155638,1,25
7625,300 FRANKLIN ST S,SH32056,2023/02/19 13:37:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,Sunday,13,43.048579,-76.155638,1,100
7626,300 FRANKLIN ST S,410703D,2023/03/06 10:55:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,10,43.048579,-76.155638,1,25
7627,300 FRANKLIN ST S,231501852,2023/03/17 10:44:00+00,PARKED IN LOADING ZONE/ALL CO15-329,Issued,Friday,10,43.048579,-76.155638,1,25
7628,200 GENESEE PK DR,395967D,2023/01/02 22:42:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Monday,22,43.0482071,-76.1096112,1,60
7629,200 GENESEE PK DR,395968D,2023/01/02 22:45:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,22,43.0482071,-76.1096112,1,60
7630,200 GENESEE PK DR,395970D,2023/01/02 22:57:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,22,43.0482071,-76.1096112,1,60
7631,200 GENESEE PK DR,395972D,2023/01/02 22:56:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Monday,22,43.0482071,-76.1096112,1,25
7632,200 GENESEE PK DR,231300042,2023/01/05 09:47:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Thursday,9,43.0482071,-76.1096112,1,25
7633,200 GENESEE PK DR,231300043,2023/01/05 09:49:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Thursday,9,43.0482071,-76.1096112,1,25
7634,200 GENESEE PK DR,231300044,2023/01/05 09:49:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Thursday,9,43.0482071,-76.1096112,1,60
7635,200 GENESEE PK DR,231300170,2023/01/10 10:22:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,10,43.0482071,-76.1096112,1,25
7636,200 GENESEE PK DR,231300169,2023/01/10 10:21:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,10,43.0482071,-76.1096112,1,60
7637,200 GENESEE PK DR,231300171,2023/01/10 10:25:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,10,43.0482071,-76.1096112,1,60
7638,200 GENESEE PK DR,231300172,2023/01/10 10:28:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,10,43.0482071,-76.1096112,1,25
7639,200 GENESEE PK DR,231300173,2023/01/10 10:28:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,10,43.0482071,-76.1096112,1,60
7640,200 GENESEE PK DR,395966D,2023/01/20 22:41:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Friday,22,43.0482071,-76.1096112,1,60
7641,200 GENESEE PK DR,231300525,2023/01/26 10:59:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Thursday,10,43.0482071,-76.1096112,1,25
7642,200 GENESEE PK DR,231300526,2023/01/26 10:59:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Thursday,10,43.0482071,-76.1096112,1,60
7643,200 GENESEE PK DR,231300931,2023/02/22 10:19:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Wednesday,10,43.0482071,-76.1096112,1,60
7644,200 GENESEE PK DR,231300934,2023/02/22 10:20:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.0482071,-76.1096112,1,60
7645,200 GENESEE PK DR,231300932,2023/02/22 10:20:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,10,43.0482071,-76.1096112,1,25
7646,200 GENESEE PK DR,231300933,2023/02/22 10:20:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,10,43.0482071,-76.1096112,1,25
7647,200 GENESEE PK DR,231301194,2023/03/09 10:05:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Thursday,10,43.0482071,-76.1096112,1,60
7648,200 GENESEE PK DR,231301371,2023/03/21 09:53:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Tuesday,9,43.0482071,-76.1096112,1,60
7649,200 GENESEE PK DR,231301373,2023/03/21 09:56:00+00,LEFT WHEELS TO CURB/ALL CO15-301,Issued,Tuesday,9,43.0482071,-76.1096112,1,25
7650,200 GENESEE PK DR,231301372,2023/03/21 09:56:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Tuesday,9,43.0482071,-76.1096112,1,25
7651,200 GENESEE PK DR,231301374,2023/03/21 09:58:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Tuesday,9,43.0482071,-76.1096112,1,60
7652, CITY LOT 21,230900092,2023/01/06 13:35:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Friday,13,43.0481221,-76.1474244,1,25
7653, CITY LOT 21,230900093,2023/01/06 13:40:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Friday,13,43.0481221,-76.1474244,1,25
7654, CITY LOT 21,394367D,2023/01/09 09:52:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,9,43.0481221,-76.1474244,1,25
7655, CITY LOT 21,394368D,2023/01/09 09:56:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Monday,9,43.0481221,-76.1474244,1,25
7656, CITY LOT 21,394391D,2023/01/09 13:32:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,13,43.0481221,-76.1474244,1,25
7657, CITY LOT 21,394392D,2023/01/09 13:33:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,13,43.0481221,-76.1474244,1,25
7658, CITY LOT 21,394393D,2023/01/09 13:36:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,13,43.0481221,-76.1474244,1,25
7659, CITY LOT 21,230900206,2023/01/13 09:30:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Friday,9,43.0481221,-76.1474244,1,25
7660, CITY LOT 21,230900207,2023/01/13 09:32:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Partial ,Friday,9,43.0481221,-76.1474244,1,10
7661, CITY LOT 21,230900208,2023/01/13 09:33:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Friday,9,43.0481221,-76.1474244,1,25
7662, CITY LOT 21,230900209,2023/01/13 09:35:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Friday,9,43.0481221,-76.1474244,1,25
7663, CITY LOT 21,230900230,2023/01/13 11:29:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Friday,11,43.0481221,-76.1474244,1,25
7664, CITY LOT 21,230900231,2023/01/13 11:31:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Friday,11,43.0481221,-76.1474244,1,25
7665, CITY LOT 21,230900247,2023/01/18 10:06:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7666, CITY LOT 21,230900248,2023/01/18 10:07:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Wednesday,10,43.0481221,-76.1474244,1,25
7667, CITY LOT 21,23500384,2023/01/20 09:57:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Friday,9,43.0481221,-76.1474244,1,25
7668, CITY LOT 21,415456D,2023/01/23 11:54:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Approved,Monday,11,43.0481221,-76.1474244,1,0
7669, CITY LOT 21,230100178,2023/01/31 10:20:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Tuesday,10,43.0481221,-76.1474244,1,25
7670, CITY LOT 21,230100185,2023/02/02 09:41:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Thursday,9,43.0481221,-76.1474244,1,25
7671, CITY LOT 21,23500897,2023/02/09 09:23:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Thursday,9,43.0481221,-76.1474244,1,25
7672, CITY LOT 21,230900728,2023/02/21 10:16:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Tuesday,10,43.0481221,-76.1474244,1,25
7673, CITY LOT 21,230900729,2023/02/21 10:17:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Tuesday,10,43.0481221,-76.1474244,1,25
7674, CITY LOT 21,230900758,2023/02/22 10:29:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Wednesday,10,43.0481221,-76.1474244,1,25
7675, CITY LOT 21,230900759,2023/02/22 10:31:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,Wednesday,10,43.0481221,-76.1474244,1,25
7676, CITY LOT 21,230100661,2023/02/28 10:09:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Tuesday,10,43.0481221,-76.1474244,1,25
7677, CITY LOT 21,230100662,2023/02/28 10:11:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Tuesday,10,43.0481221,-76.1474244,1,25
7678, CITY LOT 21,230901061,2023/03/20 13:53:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Monday,13,43.0481221,-76.1474244,1,25
7679, CITY LOT 21,230901063,2023/03/20 13:56:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,13,43.0481221,-76.1474244,1,25
7680, CITY LOT 21,230901062,2023/03/20 13:55:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,Monday,13,43.0481221,-76.1474244,1,25
7681, CITY LOT 21,230901064,2023/03/20 13:56:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Void Approved,Monday,13,43.0481221,-76.1474244,1,0
7682, CITY LOT 21,392877D,2023/03/13 10:56:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,10,43.0481221,-76.1474244,1,25
7683, CITY LOT 21,392878D,2023/03/13 10:58:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,10,43.0481221,-76.1474244,1,25
7684, CITY LOT 21,408169D,2023/03/13 13:04:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,Monday,13,43.0481221,-76.1474244,1,25
7685, CITY LOT 21,230901139,2023/03/22 10:18:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7686, CITY LOT 21,230901140,2023/03/22 10:20:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7687, CITY LOT 21,230901141,2023/03/22 10:20:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7688, CITY LOT 21,230901142,2023/03/22 10:21:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7689, CITY LOT 21,230901143,2023/03/22 10:23:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7690, CITY LOT 21,230901144,2023/03/22 10:24:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7691, CITY LOT 21,230901146,2023/03/22 10:26:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7692, CITY LOT 21,230901145,2023/03/22 10:26:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7693, CITY LOT 21,230901147,2023/03/22 10:27:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7694, CITY LOT 21,230901148,2023/03/22 10:28:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7695, CITY LOT 21,230901149,2023/03/22 10:29:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7696, CITY LOT 21,230901150,2023/03/22 10:30:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7697, CITY LOT 21,230901151,2023/03/22 10:31:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Wednesday,10,43.0481221,-76.1474244,1,25
7698,200 LEXINGTON AVE,23500147,2023/01/09 11:32:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,11,43.047029,-76.121232,1,60
7699,200 LEXINGTON AVE,23500148,2023/01/09 11:34:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Monday,11,43.047029,-76.121232,1,25
7700,200 LEXINGTON AVE,23500150,2023/01/09 11:34:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,Monday,11,43.047029,-76.121232,1,25
7701,200 LEXINGTON AVE,23500149,2023/01/09 11:34:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Monday,11,43.047029,-76.121232,1,25
7702,200 LEXINGTON AVE,23500151,2023/01/09 11:37:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Monday,11,43.047029,-76.121232,1,25
7703,200 LEXINGTON AVE,23500207,2023/01/10 10:42:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Tuesday,10,43.047029,-76.121232,1,25
7704,200 LEXINGTON AVE,23500206,2023/01/10 10:42:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Pending ,Tuesday,10,43.047029,-76.121232,1,100
7705,200 LEXINGTON AVE,23500208,2023/01/10 10:42:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Tuesday,10,43.047029,-76.121232,1,25
7706,200 LEXINGTON AVE,23500209,2023/01/10 10:44:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,Tuesday,10,43.047029,-76.121232,1,25
7707,200 LEXINGTON AVE,231300178,2023/01/10 11:18:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Fourth Notice,Tuesday,11,43.047029,-76.121232,1,25
7708,200 LEXINGTON AVE,231300179,2023/01/10 11:18:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Tuesday,11,43.047029,-76.121232,1,25
7709,200 LEXINGTON AVE,23500252,2023/01/11 09:54:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,9,43.047029,-76.121232,1,25
7710,200 LEXINGTON AVE,23500253,2023/01/11 09:56:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,9,43.047029,-76.121232,1,60
7711,200 LEXINGTON AVE,23500254,2023/01/11 09:56:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,9,43.047029,-76.121232,1,25
7712,200 LEXINGTON AVE,23500297,2023/01/12 10:30:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Pending ,Thursday,10,43.047029,-76.121232,1,100
7713,200 LEXINGTON AVE,23500298,2023/01/12 10:30:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Thursday,10,43.047029,-76.121232,1,25
7714,200 LEXINGTON AVE,23500300,2023/01/12 10:32:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,Thursday,10,43.047029,-76.121232,1,25
7715,200 LEXINGTON AVE,23500299,2023/01/12 10:30:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Thursday,10,43.047029,-76.121232,1,25
7716,200 LEXINGTON AVE,23500528,2023/01/25 11:14:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Wednesday,11,43.047029,-76.121232,1,25
7717,200 LEXINGTON AVE,23500529,2023/01/25 11:14:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Fourth Notice,Wednesday,11,43.047029,-76.121232,1,25
7718,200 LEXINGTON AVE,23500589,2023/01/26 10:13:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Fourth Notice,Thursday,10,43.047029,-76.121232,1,25
7719,200 LEXINGTON AVE,23500588,2023/01/26 10:13:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,Thursday,10,43.047029,-76.121232,1,25
7720,200 LEXINGTON AVE,23500993,2023/02/13 10:23:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Monday,10,43.047029,-76.121232,1,25
7721,200 LEXINGTON AVE,23501016,2023/02/14 09:49:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,9,43.047029,-76.121232,1,60
7722,200 LEXINGTON AVE,23501017,2023/02/14 09:49:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Third Notice,Tuesday,9,43.047029,-76.121232,1,25
7723,200 LEXINGTON AVE,23501018,2023/02/14 09:52:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.047029,-76.121232,1,60
7724,200 LEXINGTON AVE,23501019,2023/02/14 09:52:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Tuesday,9,43.047029,-76.121232,1,25
7725,200 LEXINGTON AVE,408507D,2023/02/13 10:02:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,10,43.047029,-76.121232,1,60
7726,200 LEXINGTON AVE,23501629,2023/03/15 10:16:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,10,43.047029,-76.121232,1,60
7727,100 ELDORADO ST,3911204D,2023/01/03 06:43:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,6,43.063417,-76.122402,1,60
7728,100 ELDORADO ST,391205D,2023/01/03 06:43:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,6,43.063417,-76.122402,1,60
7729,100 ELDORADO ST,391204D,2023/01/03 06:43:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Tuesday,6,43.063417,-76.122402,1,60
7730,100 ELDORADO ST,394689D,2023/01/10 06:20:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Tuesday,6,43.063417,-76.122402,1,60
7731,100 ELDORADO ST,376496D,2023/01/11 20:54:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Wednesday,20,43.063417,-76.122402,1,60
7732,100 ELDORADO ST,395022D,2023/01/12 10:37:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Thursday,10,43.063417,-76.122402,1,60
7733,100 ELDORADO ST,395023D,2023/01/12 10:35:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Thursday,10,43.063417,-76.122402,1,60
7734,100 ELDORADO ST,391124D,2023/01/12 06:28:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,Thursday,6,43.063417,-76.122402,1,60
7735,100 ELDORADO ST,376348D,2023/01/31 02:01:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,2,43.063417,-76.122402,1,60
7736,100 ELDORADO ST,394735D,2023/02/02 06:30:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,6,43.063417,-76.122402,1,60
7737,100 ELDORADO ST,394737D,2023/02/02 06:30:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,6,43.063417,-76.122402,1,60
